mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.2679805278778076,0.1395825531407156,0.018607330322265626,0.0033340243418254834,0.7,0,0.03,3,1,200,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 0.7}",0.6684073107049608,0.6760961810466761,0.6813793103448276,0.6448979591836734,0.6445366528354081,0.6630634828231092,0.01553774073480979,194
1.1210605144500732,0.13316927272270068,0.015853357315063477,0.0014952194364895848,0.7,0,0.03,3,1,200,1.0,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 1.0}",0.6580310880829016,0.6714082503556188,0.6785714285714286,0.6394557823129252,0.6383561643835617,0.6571645427412871,0.016304871423797412,269
1.583492136001587,0.12883792474280323,0.024617099761962892,0.005714599257260175,0.7,0,0.03,3,1,400,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'subsample': 0.7}",0.6799468791500664,0.6819484240687679,0.6767123287671233,0.6456043956043956,0.6473029045643154,0.6663029864309337,0.01630168524064424,131
0.8434629440307617,0.1933232387967733,0.022360610961914062,0.005102476046330068,0.7,0,0.03,3,1,400,1.0,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'subsample': 1.0}",0.6666666666666666,0.6704225352112676,0.6739130434782609,0.6448979591836734,0.6454293628808865,0.660265913484151,0.012543269242682705,238
1.326854419708252,0.2281132475416277,0.021129560470581055,0.002585393286622386,0.7,0,0.03,3,1,600,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 600, 'subsample': 0.7}",0.6826666666666666,0.6772334293948127,0.6703755215577191,0.6472222222222223,0.6459802538787024,0.6646956187440246,0.015283985235377568,166
1.082355833053589,0.13265745365008644,0.0201019287109375,0.0004233275481627283,0.7,0,0.03,3,1,600,1.0,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 600, 'subsample': 1.0}",0.6818181818181818,0.664756446991404,0.6684709066305818,0.6511627906976745,0.6508379888268156,0.6634092629929316,0.01161323771558225,191
0.5455931186676025,0.1486571736774858,0.013614225387573241,0.00019265008428747955,0.7,0,0.03,3,5,200,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 200, 'subsample': 0.7}",0.6640625,0.6826516220028209,0.6813186813186813,0.6476190476190476,0.6417704011065007,0.6634844504094101,0.016786812342879518,189
0.462200927734375,0.08072931658302757,0.012976598739624024,0.0008212029871415408,0.7,0,0.03,3,5,200,1.0,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 200, 'subsample': 1.0}",0.6614583333333334,0.6714082503556188,0.6758241758241759,0.6377204884667571,0.6420765027322405,0.6576975501424251,0.01532188933869497,267
0.8184184074401856,0.010053885084655828,0.017411136627197267,0.0017067068287290033,0.7,0,0.03,3,5,400,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 400, 'subsample': 0.7}",0.6835781041388518,0.6771879483500718,0.6730769230769231,0.6502732240437158,0.6464088397790055,0.6661050078777137,0.014935412154666537,136
0.6648211002349853,0.00983910316840681,0.01690840721130371,0.001068188034710165,0.7,0,0.03,3,5,400,1.0,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 400, 'subsample': 1.0}",0.6701846965699209,0.6713681241184767,0.6711956521739131,0.6413043478260869,0.6427586206896552,0.6593622882756105,0.014163785562537317,252
1.311519241333008,0.03502303304265209,0.028800153732299806,0.002480094055651241,0.7,0,0.03,3,5,600,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.7}",0.6781914893617021,0.6801736613603473,0.667590027700831,0.6412005457025921,0.6470588235294118,0.6628429095309769,0.015974969644383753,200
1.071596622467041,0.01084609566763879,0.02742624282836914,0.0017917093180420537,0.7,0,0.03,3,5,600,1.0,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 1.0}",0.6773333333333333,0.6781115879828327,0.6703146374829001,0.6476190476190476,0.6416666666666667,0.663009054616956,0.015355734138356107,197
0.9293642044067383,0.025277606779045742,0.02443585395812988,0.001669910194866947,0.7,0,0.03,6,1,200,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 0.7}",0.6909090909090909,0.6858006042296072,0.6657101865136298,0.6542857142857142,0.656891495601173,0.670719418307843,0.014976217987122963,79
1.1524924278259276,0.1598894144158846,0.03653454780578613,0.008044833753463623,0.7,0,0.03,6,1,200,1.0,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 1.0}",0.6786206896551724,0.6766467065868264,0.6637931034482759,0.6514285714285715,0.6608695652173913,0.6662717272672474,0.010156606461217011,132
