mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.940861701965332,0.03136350848977307,0.019654464721679688,0.0031289130804448544,0.7,0,0.03,3,1,200,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 0.7}",0.9057558507273877,0.920584498094028,0.9078238834336395,0.9053968253968254,0.9065479974570884,0.9092218110217939,0.005742082093033111,274
0.9304476261138916,0.30213859677671223,0.020978260040283202,0.0021800395293180086,0.7,0,0.03,3,1,200,1.0,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 1.0}",0.9054096804808605,0.9171691526499524,0.9077654516640253,0.9059720457433291,0.9063789273246589,0.9085390515725653,0.004384648687129543,282
1.6709353446960449,0.11370377673131632,0.02891960144042969,0.0023397626294615714,0.7,0,0.03,3,1,400,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'subsample': 0.7}",0.9150078988941548,0.9233704292527822,0.9147925245486221,0.9154260373772569,0.9160063391442155,0.9169206458434063,0.003251369507524988,264
1.3867345809936524,0.17539475914301686,0.02784242630004883,0.0015340026253274734,0.7,0,0.03,3,1,400,1.0,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'subsample': 1.0}",0.9134554643082754,0.9212198221092758,0.9132362254591514,0.9149003479911421,0.9147385103011093,0.9155100740337907,0.0029312150378554627,268
2.257570219039917,0.08570352013676719,0.03487548828125,0.007001668616968275,0.7,0,0.03,3,1,600,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 600, 'subsample': 0.7}",0.9190897597977244,0.9284578696343402,0.9182707478699905,0.9199620373299588,0.9227359088030399,0.9217032646870109,0.003696903950043953,223
1.9530700206756593,0.17273755392528561,0.04452533721923828,0.01766826443744309,0.7,0,0.03,3,1,600,1.0,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 600, 'subsample': 1.0}",0.9184576485461441,0.9246901811248809,0.9193803351248815,0.9182191348279128,0.9188332276474318,0.9199161054542502,0.002419019576551365,249
0.9191926956176758,0.02125165647458671,0.021011781692504884,0.0018852695195938718,0.7,0,0.03,3,5,200,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 200, 'subsample': 0.7}",0.9058154235145386,0.9183867894569705,0.9081115335868187,0.9053367217280813,0.9066073697585769,0.9088515676089972,0.004859564642327277,278
0.8591536521911621,0.0854921151167077,0.021595144271850587,0.00201991144479723,0.7,0,0.03,3,5,200,1.0,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 200, 'subsample': 1.0}",0.9054096804808605,0.9168253968253969,0.9088030398986701,0.9063194664973008,0.9076483655982228,0.9090011898600903,0.004078680947127078,276
1.547061824798584,0.028371189475907176,0.028241634368896484,0.0010607904337250646,0.7,0,0.03,3,5,400,0.7,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 400, 'subsample': 0.7}",0.9149003479911421,0.9242520687460216,0.9160595502058917,0.9154260373772569,0.9166402535657686,0.9174556515772162,0.0034483088465565143,258
1.441554880142212,0.30168479772666007,0.028858089447021486,0.0026404866035580643,0.7,0,0.03,3,5,400,1.0,"{'colsample_bytree': 0.7, 'gamma': 0, 'learning_rate': 0.03, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 400, 'subsample': 1.0}",0.9144300599936849,0.9206349206349206,0.912258473234083,0.9165613147914032,0.9150823827629911,0.9157934302834165,0.0027889053015536904,266
